artifact_id,artifact_path,artifact_type,artifact_family,status,source_sections,source_modules,source_decision_types,row_filter_logic,generation_rule,target_consumer,dependencies,priority,review_required,notes
MODULE_RESULTS_MESSAGES_JSON,/spec/modules/results/messages.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_MODULE_JSON,/spec/modules/results/module.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,module metadata rows + relevant features/workflows,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_NOTIFICATIONS_JSON,/spec/modules/results/notifications.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 14 rows filtered by workflow/module,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_SCHEMA_JSON,/spec/modules/results/schema.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 05 rows filtered by entity/module,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_SCREENS_JSON,/spec/modules/results/screens.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_SECURITY_JSON,/spec/modules/results/security.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_TESTS_JSON,/spec/modules/results/tests.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_VALIDATIONS_JSON,/spec/modules/results/validations.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_RESULTS_WORKFLOWS_JSON,/spec/modules/results/workflows.json,json,module:results,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 09 Status; 10 Validation; 11 Screens; 14 Notifications; 17 Audit; 18 Tests,results,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions results, result_approval, result_publication, results_page, staff_results or ranking","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; MODULE_OMR_IMPORTS_WORKFLOWS,MVP,Yes,Generated as part of results module pack.
MODULE_SCHOOLS_DOCUMENTS_JSON,/spec/modules/schools/documents.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 13 rows filtered by entity/workflow/module,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_FEATURES_JSON,/spec/modules/schools/features.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_MESSAGES_JSON,/spec/modules/schools/messages.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_MODULE_JSON,/spec/modules/schools/module.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,module metadata rows + relevant features/workflows,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_NOTIFICATIONS_JSON,/spec/modules/schools/notifications.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 14 rows filtered by workflow/module,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_SCHEMA_JSON,/spec/modules/schools/schema.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 05 rows filtered by entity/module,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_SCREENS_JSON,/spec/modules/schools/screens.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_SECURITY_JSON,/spec/modules/schools/security.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_TESTS_JSON,/spec/modules/schools/tests.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_VALIDATIONS_JSON,/spec/modules/schools/validations.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_SCHOOLS_WORKFLOWS_JSON,/spec/modules/schools/workflows.json,json,module:schools,PENDING,02 Actors; 05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 14 Notifications; 18 Tests,schools,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions schools, school_registration, school_approval, school_onboarding, staff_schools or school_dashboard","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; CORE_ACTORS_JSON; CORE_ROLES_JSON,MVP,Yes,Generated as part of schools module pack.
MODULE_STUDENTS_DOCUMENTS_JSON,/spec/modules/students/documents.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 13 rows filtered by entity/workflow/module,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files",Module files/documents and lifecycle rules.,Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_FEATURES_JSON,/spec/modules/students/features.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 06 rows filtered by module/workflow/entity,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module feature definitions with inputs, outputs, gates and security rules.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_MESSAGES_JSON,/spec/modules/students/messages.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 08 rows filtered by workflow/entity,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module API/message definitions with request, response, codes, idempotency and audit.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_MODULE_JSON,/spec/modules/students/module.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,module metadata rows + relevant features/workflows,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module metadata, owner, dependencies, provided capabilities and version policy.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_NOTIFICATIONS_JSON,/spec/modules/students/notifications.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 14 rows filtered by workflow/module,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module notifications, recipients, channels and templates.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_SCHEMA_JSON,/spec/modules/students/schema.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 05 rows filtered by entity/module,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module-specific collections, fields and relationships.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_SCREENS_JSON,/spec/modules/students/screens.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 11 rows filtered by module/workflow/entity,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module UI routes, access scope and UX requirements.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_SECURITY_JSON,/spec/modules/students/security.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,sections 15-17 rows filtered by entity/workflow/module,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files",Module-specific security/privacy/audit controls.,Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_TESTS_JSON,/spec/modules/students/tests.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 18 rows filtered by workflow/entity/module,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files",Module tests and acceptance/security/regression checks.,Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_VALIDATIONS_JSON,/spec/modules/students/validations.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 10 rows filtered by workflow/entity,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files",Module validation rules and server-side gates.,Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
MODULE_STUDENTS_WORKFLOWS_JSON,/spec/modules/students/workflows.json,json,module:students,PENDING,05 Data Schema; 06 Features; 07 Workflows; 08 Messages and API Actions; 10 Validation Rules; 11 Screens and UX; 13 Files and Documents; 14 Notifications; 16 Privacy; 18 Tests,students,section 07 and section 09 rows filtered by workflow/entity,"entity/module/workflow mentions students, student_upload, student_validation, student_registration, finalise_student_count or student files","Module workflow statuses, transitions, gates, reversals and controls.",Codex/Claude Code,CORE_SCHEMA_JSON; SECURITY_PRIVACY_JSON,MVP,Yes,Generated as part of students module pack.
TESTS_ACCEPTANCE_JSON,/spec/tests/acceptance_tests.json,json,tests,PENDING,18 Tests,all test modules,test_case,section == '18 Tests' AND decision_type == 'test_case',Generate acceptance/unit/API/UI/E2E test catalog grouped by workflow and module.,Codex/Claude Code,CORE_PROJECT_JSON; all module tests,MVP,Yes,Global test registry.
TESTS_REGRESSION_JSON,/spec/tests/regression_tests.json,json,tests,PENDING,18 Tests; 19 Build Instructions and Runbook,regression_bug_template; repair_loop; tests_before_done,test_case; runbook_guardrail,"decision_type in ['test_case','runbook_guardrail'] AND answer/test_instruction references regression/bug/failure/repair",Generate regression test registry and bug-fix test policy.,Codex/Claude Code,CHANGES_CHANGE_CONTROL_JSON,MVP,Yes,Continuity support.
TESTS_SECURITY_JSON,/spec/tests/security_tests.json,json,tests,PENDING,15 Security Hardening; 16 Privacy; 18 Tests,security modules; privacy modules; security tests,security_control; privacy_rule; test_case,"section in ['15 Security Hardening',""16 Privacy and Children's Data"",'18 Tests'] AND security_level == 'restricted' OR decision_type contains security","Generate dedicated security/privacy permission tests, including public access, school isolation, secret scan and webhook tests.",Codex/Claude Code,SECURITY_BASELINE_JSON; SECURITY_ACCESS_MATRIX_JSON,MVP,Yes,Security test subset.
RUNBOOK_BUILD_MD,/spec/runbooks/build_runbook.md,md,runbooks,PENDING,19 Build Instructions and Runbook,all runbook steps and guardrails,runbook_step; runbook_guardrail,section == '19 Build Instructions and Runbook',"Write step-by-step Codex/Claude Code build runbook with guardrails, module order, stop conditions and repair loop.",Codex/Claude Code,all core/security/module artifacts,MVP,Yes,Primary agent execution file.
RUNBOOK_CODEX_PROMPT_MD,/spec/runbooks/codex_start_prompt.md,md,runbooks,PENDING,00-20 all sections,all modules,all decision types,all rows from master CSV,"Generate the initial Codex prompt that instructs Codex to read the master CSV and generated spec pack, then build sequentially with tests and stop conditions.",Codex/Claude Code,RUNBOOK_BUILD_MD; CORE_PROJECT_JSON,MVP,Yes,Practical start file to paste into Codex.
RUNBOOK_DEPLOYMENT_MD,/spec/runbooks/deployment_runbook.md,md,runbooks,PENDING,20 Deployment and Operations Runbook,deployment rows; go-live checks,Environment variable; deployment; go_live_check,section == '20 Deployment and Operations Runbook',"Write deployment, env, Hostinger, Directus, backup, monitoring, go-live and operations runbook.",Codex/Claude Code,SECURITY_SECRETS_POLICY_JSON; CORE_INTEGRATIONS_JSON,MVP,Yes,Production readiness runbook.
RUNBOOK_ROLLBACK_MD,/spec/runbooks/rollback_runbook.md,md,runbooks,PENDING,20 Deployment and Operations Runbook; 19 Build Instructions and Runbook,rollback_plan; schema_migration_policy; no_unapproved_delete,deployment; runbook_guardrail,"answer/build_instruction references rollback, migration, destructive delete, previous deployment or restore","Write rollback steps for frontend, Directus schema/data, files, payment config and release rollback.",Codex/Claude Code,RUNBOOK_DEPLOYMENT_MD; CHANGES_CHANGE_CONTROL_JSON,MVP,Yes,Required for production launch.
